Survey ID,Privacy concern
1548,Moderately concerned
1549,Mildly concerned
1550,Very concerned
1551,Very concerned
1552,I don't know
1553,Moderately concerned
1554,I don't know
1555,Very concerned
1556,I don't know
1557,Very concerned
1558,Not concerned
1559,Not concerned
1560,Mildly concerned
1561,I don't know
1562,Not concerned
1563,Mildly concerned
1564,Very concerned
1565,Very concerned
1566,Mildly concerned
1567,Moderately concerned
1568,Moderately concerned
1569,Mildly concerned
1570,I don't know
1571,Very concerned
1572,Moderately concerned
1573,Not concerned
1574,Moderately concerned
1575,Mildly concerned
1576,Mildly concerned
1577,Very concerned
1578,Very concerned
1579,Mildly concerned
1580,I don't know
1581,I don't know
1582,Mildly concerned
1583,Very concerned
1584,Very concerned
1585,Mildly concerned
1586,Moderately concerned
1587,Mildly concerned
1588,Very concerned
1589,I don't know
1590,Mildly concerned
1591,Not concerned
1592,I don't know
1593,Very concerned
1594,Moderately concerned
1595,Very concerned
1596,Not concerned
1597,Very concerned
1598,Moderately concerned
1599,Mildly concerned
1600,Moderately concerned
1601,Not concerned
1602,Moderately concerned
1603,Moderately concerned
1604,Mildly concerned
1605,I don't know
1606,Not concerned
1607,Mildly concerned
1608,I don't know
1609,Moderately concerned
1610,Mildly concerned
1611,Not concerned
1612,I don't know
1613,Not concerned
1614,Not concerned
1615,Very concerned
1616,Mildly concerned
1617,Very concerned
1618,I don't know
1619,Moderately concerned
1620,Mildly concerned
1621,Not concerned
1622,Moderately concerned
1623,Mildly concerned
1624,Moderately concerned
1625,Moderately concerned
1626,Moderately concerned
1627,Very concerned
1628,Mildly concerned
1629,Not concerned
1630,Very concerned
1631,Not concerned
1632,Moderately concerned
1633,Very concerned
1634,Very concerned
1635,Moderately concerned
1636,Not concerned
1637,Moderately concerned
1638,Mildly concerned
1639,Very concerned
1640,Mildly concerned
1641,Moderately concerned
1642,Mildly concerned
1643,Moderately concerned
1644,Moderately concerned
1645,Not concerned
1646,I don't know
1647,Mildly concerned
1648,Very concerned
1649,Very concerned
1650,Moderately concerned
1651,Moderately concerned
1652,Not concerned
1653,Moderately concerned
1654,Mildly concerned
1655,Not concerned
1656,Moderately concerned
1657,Not concerned
1658,Mildly concerned
1659,Not concerned
1660,Not concerned
1661,Not concerned
1662,Moderately concerned
1663,Moderately concerned
1664,I don't know
1665,Very concerned
1666,Moderately concerned
1667,Not concerned
1668,I don't know
1669,Moderately concerned
1670,Not concerned
1671,Very concerned
1672,Mildly concerned
1673,Very concerned
1674,Not concerned
1675,Not concerned
1676,Mildly concerned
1677,Moderately concerned
1678,Very concerned
1679,Moderately concerned
1680,Very concerned
1681,Not concerned
1682,Very concerned
1683,Moderately concerned
1684,Very concerned
1685,Moderately concerned
1686,I don't know
1687,Mildly concerned
1688,I don't know
1689,Not concerned
1690,Not concerned
1691,I don't know
1692,Mildly concerned
1693,Mildly concerned
1694,Very concerned
1695,Not concerned
1696,I don't know
1697,Very concerned
1698,Not concerned
1699,Mildly concerned
1700,Very concerned
1701,I don't know
1702,Very concerned
1703,Very concerned
1704,I don't know
1705,Very concerned
1706,Mildly concerned
1707,I don't know
1708,Very concerned
1709,I don't know
1710,Very concerned
1711,Moderately concerned
1712,Very concerned
1713,Moderately concerned
1714,Moderately concerned
1715,Moderately concerned
1716,Very concerned
1717,Mildly concerned
1718,Not concerned
1719,Very concerned
1720,Not concerned
1721,Very concerned
1722,Mildly concerned
1723,Very concerned
1724,Very concerned
1725,Mildly concerned
1726,Not concerned
1727,Very concerned
1728,Not concerned
1729,Very concerned
1730,Mildly concerned
1731,Mildly concerned
1732,Not concerned
1733,Moderately concerned
1734,Mildly concerned
1735,Very concerned
1736,Not concerned
1737,Not concerned
1738,Not concerned
1739,Mildly concerned
1740,Not concerned
1741,I don't know
1742,Not concerned
1743,Not concerned
1744,Moderately concerned
1745,Very concerned
1746,Mildly concerned
1747,Mildly concerned
1748,Not concerned
1749,Moderately concerned
1750,Very concerned
1751,Moderately concerned
1752,Not concerned
1753,Not concerned
1754,Moderately concerned
1755,Mildly concerned
1756,Moderately concerned
1757,I don't know
1758,Very concerned
1759,I don't know
1760,I don't know
1761,I don't know
1762,Not concerned
1763,Very concerned
1764,Not concerned
1765,Moderately concerned
1766,I don't know
1767,Very concerned
1768,Very concerned
1769,I don't know
1770,Very concerned
1771,Moderately concerned
1772,I don't know
1773,Not concerned
1774,Mildly concerned
1775,Not concerned
1776,I don't know
1777,Moderately concerned
1778,Very concerned
1779,I don't know
1780,Mildly concerned
1781,Mildly concerned
1782,I don't know
1783,Very concerned
1784,Moderately concerned
1785,Very concerned
1786,Not concerned
1787,Moderately concerned
1788,Mildly concerned
1789,Moderately concerned
1790,Mildly concerned
1791,Mildly concerned
1792,Very concerned
1793,Very concerned
1794,Very concerned
1795,Very concerned
1796,Moderately concerned
1797,Mildly concerned
1798,Moderately concerned
1799,Not concerned
1800,Mildly concerned
1801,I don't know
1802,I don't know
1803,Mildly concerned
1804,Not concerned
1805,Very concerned
1806,Mildly concerned
1807,Very concerned
1808,Very concerned
1809,Very concerned
1810,Very concerned
1811,I don't know
1812,Not concerned
1813,Moderately concerned
1814,Moderately concerned
1815,Moderately concerned
1816,Very concerned
1817,Mildly concerned
1818,Mildly concerned
1819,Moderately concerned
1820,Very concerned
1821,Moderately concerned
1822,I don't know
1823,Very concerned
1824,Not concerned
1825,Mildly concerned
1826,Very concerned
1827,Not concerned
1828,Moderately concerned
1829,I don't know
1830,Mildly concerned
1831,Very concerned
1832,Moderately concerned
1833,Mildly concerned
1834,I don't know
1835,Moderately concerned
1836,Very concerned
1837,Not concerned
1838,Not concerned
1839,I don't know
1840,Moderately concerned
1841,Very concerned
1842,Moderately concerned
1843,Moderately concerned
1844,Very concerned
1845,I don't know
1846,Moderately concerned
1847,Moderately concerned
1848,Mildly concerned
1849,Not concerned
1850,Moderately concerned
1851,Mildly concerned
1852,Very concerned
1853,Very concerned
1854,Mildly concerned
1855,Mildly concerned
1856,Mildly concerned
1857,Not concerned
1858,Very concerned
1859,Not concerned
1860,Mildly concerned
1861,Very concerned
1862,Moderately concerned
1863,Moderately concerned
1864,I don't know
1865,Very concerned
1866,I don't know
1867,Mildly concerned
1868,Very concerned
1869,Very concerned
1870,Mildly concerned
1871,Very concerned
1872,Moderately concerned
1873,Mildly concerned
1874,I don't know
1875,Moderately concerned
1876,Not concerned
1877,I don't know
1878,Very concerned
1879,Not concerned
1880,Not concerned
1881,Mildly concerned
1882,Very concerned
1883,Very concerned
1884,Very concerned
1885,Not concerned
1886,Not concerned
1887,I don't know
1888,Very concerned
1889,Not concerned
1890,Very concerned
1891,I don't know
1892,Mildly concerned
1893,Very concerned
1894,Mildly concerned
1895,Moderately concerned
1896,Very concerned
1897,Moderately concerned
1898,Moderately concerned
1899,Mildly concerned
1900,Not concerned
1901,Mildly concerned
1902,I don't know
1903,Moderately concerned
1904,Very concerned
1905,Very concerned
1906,Not concerned
1907,Mildly concerned
1908,Moderately concerned
1909,I don't know
1910,Not concerned
1911,Moderately concerned
1912,Mildly concerned
1913,Not concerned
1914,Not concerned
1915,Moderately concerned
1916,Very concerned
1917,Very concerned
1918,Not concerned
1919,Moderately concerned
1920,Mildly concerned
1921,Moderately concerned
1922,Moderately concerned
1923,Mildly concerned
1924,Very concerned
1925,Not concerned
1926,Mildly concerned
1927,Not concerned
1928,Very concerned
1929,Not concerned
1930,Moderately concerned
1931,Very concerned
1932,Very concerned
1933,Very concerned
1934,Not concerned
1935,Not concerned
1936,Moderately concerned
1937,Not concerned
1938,Not concerned
1939,Mildly concerned
1940,I don't know
1941,Not concerned
1942,Not concerned
1943,Not concerned
1944,Very concerned
1945,I don't know
1946,Very concerned
1947,Not concerned
1948,Very concerned
1949,I don't know
1950,Mildly concerned
1951,Mildly concerned
1952,Very concerned
1953,Mildly concerned
1954,I don't know
1955,Mildly concerned
1956,Moderately concerned
1957,Very concerned
1958,Very concerned
1959,I don't know
1960,Moderately concerned
1961,Very concerned
1962,Moderately concerned
1963,Moderately concerned
1964,Moderately concerned
1965,Not concerned
1966,I don't know
1967,Mildly concerned
1968,Very concerned
1969,Very concerned
1970,Very concerned
1971,I don't know
1972,Very concerned
1973,Not concerned
1974,Very concerned
1975,Moderately concerned
1976,Not concerned
1977,Very concerned
1978,I don't know
1979,Not concerned
1980,Not concerned
1981,Not concerned
1982,I don't know
1983,Very concerned
1984,Mildly concerned
1985,Moderately concerned
1986,Mildly concerned
1987,Moderately concerned
1988,Very concerned
1989,Moderately concerned
1990,Moderately concerned
1991,Not concerned
1992,Very concerned
1993,Moderately concerned
1994,I don't know
1995,Mildly concerned
1996,Moderately concerned
1997,Mildly concerned
1998,Mildly concerned
1999,Very concerned
2000,Not concerned
2001,Mildly concerned
2002,Very concerned
2003,Moderately concerned
2004,I don't know
2005,Not concerned
2006,Very concerned
2007,Very concerned
2008,Not concerned
2009,Moderately concerned
2010,Very concerned
2011,I don't know
2012,Moderately concerned
2013,Very concerned
2014,Not concerned
2015,Very concerned
2016,Moderately concerned
2017,Moderately concerned
2018,Moderately concerned
2019,Mildly concerned
2020,Not concerned
2021,Mildly concerned
2022,Very concerned
2023,Very concerned
2024,Mildly concerned
2025,I don't know
2026,Moderately concerned
2027,Very concerned
2028,Mildly concerned
2029,Moderately concerned
2030,Not concerned
2031,Moderately concerned
2032,Very concerned
2033,I don't know
2034,Mildly concerned
2035,Very concerned
2036,Moderately concerned
2037,I don't know
2038,Mildly concerned
2039,Mildly concerned
2040,Mildly concerned
2041,Moderately concerned
2042,I don't know
2043,Mildly concerned
2044,Moderately concerned
2045,Very concerned
2046,Moderately concerned
2047,Very concerned
2048,Not concerned
2049,Very concerned
2050,Moderately concerned
2051,Not concerned
2052,Not concerned
2053,Very concerned
2054,Mildly concerned
2055,Very concerned
2056,Mildly concerned
2057,Not concerned
2058,I don't know
2059,Mildly concerned
2060,Mildly concerned
2061,Mildly concerned
2062,Not concerned
2063,Mildly concerned
2064,Very concerned
2065,Very concerned
2066,Moderately concerned
2067,I don't know
2068,Very concerned
2069,Moderately concerned
2070,Moderately concerned
2071,I don't know
2072,Not concerned
2073,Very concerned
2074,Moderately concerned
2075,Very concerned
2076,Not concerned
2077,Very concerned
2078,Very concerned
2079,Very concerned
2080,Very concerned
2081,Not concerned
2082,Not concerned
2083,Mildly concerned
2084,Mildly concerned
2085,Moderately concerned
2086,Mildly concerned
2087,I don't know
2088,Mildly concerned
2089,Very concerned
2090,Moderately concerned
2091,Not concerned
2092,Very concerned
2093,Not concerned
2094,Mildly concerned
2095,Moderately concerned
2096,I don't know
2097,Very concerned
2098,Mildly concerned
2099,Very concerned
2100,Not concerned
2101,Not concerned
2102,Very concerned
2103,Moderately concerned
2104,Not concerned
2105,Mildly concerned
2106,Moderately concerned
2107,Very concerned
2108,Very concerned
2109,Mildly concerned
2110,Very concerned
2111,Mildly concerned
2112,Moderately concerned
2113,Moderately concerned
2114,I don't know
2115,Very concerned
2116,Very concerned
2117,Moderately concerned
2118,Moderately concerned
2119,Very concerned
2120,Very concerned
2121,Mildly concerned
2122,Moderately concerned
2123,Moderately concerned
2124,Mildly concerned
2125,Not concerned
2126,Moderately concerned
2127,Very concerned
2128,Not concerned
2129,Very concerned
2130,Not concerned
2131,Mildly concerned
2132,Not concerned
2133,Not concerned
2134,I don't know
2135,Moderately concerned
2136,Not concerned
2137,Very concerned
2138,Moderately concerned
2139,I don't know
2140,Moderately concerned
2141,Not concerned
2142,Moderately concerned
2143,I don't know
2144,Not concerned
2145,Very concerned
2146,Very concerned
2147,Very concerned
2148,Mildly concerned
2149,Very concerned
2150,Very concerned
2151,Very concerned
2152,Moderately concerned
2153,Very concerned
2154,Mildly concerned
2155,Not concerned
2156,Mildly concerned
2157,Mildly concerned
2158,Very concerned
2159,I don't know
2160,Very concerned
2161,I don't know
2162,Not concerned
2163,Mildly concerned
2164,Not concerned
2165,Moderately concerned
2166,Not concerned
2167,Mildly concerned
2168,Moderately concerned
2169,I don't know
2170,Not concerned
2171,Mildly concerned
2172,Moderately concerned
2173,Moderately concerned
2174,Very concerned
2175,Moderately concerned
2176,Not concerned
2177,Very concerned
2178,Very concerned
2179,Not concerned
2180,Moderately concerned
2181,Moderately concerned
2182,Very concerned
2183,Moderately concerned
2184,Moderately concerned
2185,Moderately concerned
2186,Mildly concerned
2187,I don't know
2188,Very concerned
2189,Not concerned
2190,Very concerned
2191,Mildly concerned
2192,Not concerned
2193,Mildly concerned
2194,I don't know
2195,Moderately concerned
2196,Mildly concerned
2197,Mildly concerned
2198,Very concerned
2199,Very concerned
2200,Moderately concerned
2201,I don't know
2202,Mildly concerned
2203,Very concerned
2204,Not concerned
2205,Very concerned
2206,I don't know
2207,Mildly concerned
2208,Very concerned
2209,Moderately concerned
2210,Mildly concerned
2211,Very concerned
2212,Very concerned
2213,Mildly concerned
2214,Mildly concerned
2215,I don't know
2216,Very concerned
2217,Very concerned
2218,Very concerned
2219,Very concerned
2220,Mildly concerned
2221,Not concerned
2222,Very concerned
2223,Not concerned
2224,Mildly concerned
2225,Mildly concerned
2226,Moderately concerned
2227,Moderately concerned
2228,Very concerned
2229,I don't know
2230,Very concerned
2231,Moderately concerned
2232,I don't know
2233,Mildly concerned
2234,Not concerned
2235,Moderately concerned
2236,Very concerned
2237,Mildly concerned
2238,Moderately concerned
2239,Not concerned
2240,I don't know
2241,Very concerned
2242,Mildly concerned
2243,Mildly concerned
2244,Moderately concerned
2245,Moderately concerned
2246,Very concerned
2247,Moderately concerned
2248,Very concerned
2249,Very concerned
2250,Not concerned
2251,Moderately concerned
2252,Not concerned
2253,Very concerned
2254,Very concerned
2255,Very concerned
2256,Mildly concerned
2257,Moderately concerned
2258,Mildly concerned
2259,Very concerned
2260,Mildly concerned
2261,Very concerned
2262,Moderately concerned
2263,Not concerned
2264,Not concerned
2265,Very concerned
2266,Moderately concerned
2267,Very concerned
2268,Mildly concerned
2269,Not concerned
2270,Very concerned
2271,Not concerned
2272,I don't know
2273,Not concerned
2274,Mildly concerned
2275,Very concerned
2276,I don't know
2277,Very concerned
2278,Very concerned
2279,Very concerned
2280,Not concerned
2281,Very concerned
2282,Very concerned
2283,Mildly concerned
2284,Very concerned
2285,Very concerned
2286,Mildly concerned
2287,Not concerned
2288,Mildly concerned
2289,Not concerned
2290,Moderately concerned
2291,Very concerned
2292,Very concerned
2293,I don't know
2294,Not concerned
2295,Not concerned
2296,Not concerned
2297,Moderately concerned
2298,Mildly concerned
2299,I don't know
2300,Not concerned
2301,Not concerned
2302,Moderately concerned
2303,Mildly concerned
2304,I don't know
2305,Very concerned
2306,Very concerned
2307,Very concerned
2308,Mildly concerned
2309,Not concerned
2310,Very concerned
2311,Not concerned
2312,Moderately concerned
2313,Moderately concerned
2314,I don't know
2315,Moderately concerned
2316,Moderately concerned
2317,Moderately concerned
2318,Mildly concerned
2319,I don't know
2320,Mildly concerned
2321,Mildly concerned
2322,Not concerned
2323,Not concerned
2324,Not concerned
2325,Very concerned
2326,Very concerned
2327,Not concerned
2328,Very concerned
2329,Very concerned
2330,Mildly concerned
2331,Not concerned
2332,I don't know
2333,Very concerned
2334,Very concerned
2335,Not concerned
2336,I don't know
2337,Very concerned
2338,Mildly concerned
2339,Mildly concerned
2340,Not concerned
2341,Moderately concerned
2342,I don't know
2343,I don't know
2344,Very concerned
2345,Moderately concerned
2346,Moderately concerned
2347,Not concerned
2348,Moderately concerned
2349,Very concerned
2350,Mildly concerned
2351,I don't know
2352,Not concerned
2353,Mildly concerned
2354,Very concerned
2355,Very concerned
2356,Very concerned
2357,Not concerned
2358,Very concerned
2359,Mildly concerned
2360,Not concerned
2361,Not concerned
2362,Mildly concerned
2363,Moderately concerned
2364,Mildly concerned
2365,Moderately concerned
2366,Very concerned
2367,Very concerned
2368,I don't know
2369,Very concerned
2370,Moderately concerned
2371,Moderately concerned
2372,I don't know
2373,Mildly concerned
2374,Not concerned
2375,Very concerned
2376,Mildly concerned
2377,Very concerned
2378,Not concerned
2379,Mildly concerned
2380,Mildly concerned
2381,Moderately concerned
2382,Very concerned
2383,Very concerned
2384,Moderately concerned
2385,Very concerned
2386,Not concerned
2387,I don't know
2388,Not concerned
2389,Not concerned
2390,Not concerned
2391,Not concerned
2392,Mildly concerned
2393,Mildly concerned
2394,Not concerned
2395,Not concerned
2396,Mildly concerned
2397,Mildly concerned
2398,Moderately concerned
2399,Very concerned
2400,I don't know
2401,Moderately concerned
2402,Mildly concerned
2403,Not concerned
2404,Very concerned
2405,Not concerned
2406,Moderately concerned
2407,Mildly concerned
2408,Very concerned
2409,Very concerned
2410,Moderately concerned
2411,Not concerned
2412,I don't know
2413,Not concerned
2414,Very concerned
2415,Not concerned
2416,Very concerned
2417,Mildly concerned
2418,Very concerned
2419,Mildly concerned
2420,Mildly concerned
2421,Moderately concerned
2422,Not concerned
2423,Very concerned
2424,Not concerned
2425,Very concerned
2426,Mildly concerned
2427,Not concerned
2428,Moderately concerned
2429,Very concerned
2430,Moderately concerned
2431,Very concerned
2432,Moderately concerned
2433,Very concerned
2434,Not concerned
2435,Not concerned
2436,Moderately concerned
2437,Mildly concerned
2438,Not concerned
2439,Very concerned
2440,Very concerned
2441,Very concerned
2442,Moderately concerned
2443,Not concerned
2444,Not concerned
2445,I don't know
2446,Mildly concerned
2447,Very concerned
2448,Moderately concerned
2449,Moderately concerned
2450,Mildly concerned
2451,I don't know
2452,I don't know
2453,Not concerned
2454,Moderately concerned
2455,Moderately concerned
2456,I don't know
2457,Mildly concerned
2458,Moderately concerned
2459,Mildly concerned
2460,Very concerned
2461,Not concerned
2462,Very concerned
2463,Not concerned
2464,Moderately concerned
2465,Not concerned
2466,Mildly concerned
2467,Moderately concerned
2468,I don't know
2469,Not concerned
2470,Moderately concerned
2471,Mildly concerned
2472,Very concerned
2473,Moderately concerned
2474,I don't know
2475,Not concerned
2476,Very concerned
2477,Not concerned
2478,Very concerned
2479,Mildly concerned
2480,Moderately concerned
2481,I don't know
2482,Very concerned
2483,Very concerned
2484,Not concerned
2485,Mildly concerned
2486,Mildly concerned
2487,Mildly concerned
2488,Very concerned
2489,Moderately concerned
2490,Mildly concerned
2491,Not concerned
2492,Very concerned
2493,Not concerned
2494,Very concerned
2495,Mildly concerned
2496,Mildly concerned
2497,Not concerned
2498,Moderately concerned
2499,Very concerned
2500,Moderately concerned
2501,Mildly concerned
2502,I don't know
2503,Very concerned
2504,Not concerned
2505,Mildly concerned
2506,Very concerned
2507,Very concerned
2508,Mildly concerned
2509,I don't know
2510,Not concerned
2511,I don't know
2512,Very concerned
2513,Mildly concerned
2514,Mildly concerned
2515,I don't know
2516,Very concerned
2517,Moderately concerned
2518,Not concerned
2519,Very concerned
2520,Very concerned
2521,Moderately concerned
2522,Moderately concerned
2523,Very concerned
2524,Very concerned
2525,Not concerned
2526,Very concerned
2527,Not concerned
2528,I don't know
2529,Moderately concerned
2530,Mildly concerned
2531,Moderately concerned
2532,Moderately concerned
2533,Mildly concerned
2534,Not concerned
2535,Very concerned
2536,Mildly concerned
2537,Moderately concerned
2538,Mildly concerned
2539,I don't know
2540,Mildly concerned
2541,Moderately concerned
2542,Very concerned
2543,Very concerned
2544,Very concerned
2545,Not concerned
2546,Moderately concerned
2547,Not concerned
2548,Not concerned
2549,Mildly concerned
2550,Very concerned
2551,Moderately concerned
2552,I don't know
2553,Mildly concerned
2554,Moderately concerned
2555,Very concerned
2556,Moderately concerned
2557,Very concerned
2558,Mildly concerned
2559,Mildly concerned
2560,Mildly concerned
2561,Very concerned
2562,Mildly concerned
2563,Very concerned
2564,Not concerned
2565,Mildly concerned
2566,Not concerned
2567,Mildly concerned
2568,Not concerned
2569,Moderately concerned
2570,Mildly concerned
2571,Mildly concerned
2572,Very concerned
2573,Moderately concerned
2574,Moderately concerned
2575,Mildly concerned
2576,Mildly concerned
2577,I don't know
2578,Very concerned
2579,Not concerned
2580,Moderately concerned
2581,Very concerned
2582,Not concerned
2583,Very concerned
2584,Moderately concerned
2585,Moderately concerned
2586,Moderately concerned
2587,Very concerned
2588,Very concerned
2589,Mildly concerned
2590,I don't know
2591,Not concerned
2592,Moderately concerned
2593,Not concerned
2594,Mildly concerned
2595,Not concerned
2596,Moderately concerned
2597,Not concerned
2598,Moderately concerned
2599,Not concerned
2600,Moderately concerned
2601,Very concerned
2602,Mildly concerned
2603,Mildly concerned
2604,Very concerned
2605,I don't know
2606,Not concerned
2607,Very concerned
2608,Very concerned
2609,Mildly concerned
2610,Moderately concerned
2611,Mildly concerned
2612,Moderately concerned
2613,Mildly concerned
2614,Mildly concerned
2615,Mildly concerned
2616,Mildly concerned
2617,Mildly concerned
2618,Moderately concerned
2619,Not concerned
2620,Very concerned
2621,Moderately concerned
2622,Moderately concerned
2623,Mildly concerned
2624,Not concerned
2625,Mildly concerned
2626,Mildly concerned
2627,Not concerned
2628,Mildly concerned
2629,Very concerned
2630,Mildly concerned
2631,Very concerned
2632,Not concerned
2633,Very concerned
2634,Very concerned
2635,I don't know
2636,Very concerned
2637,Not concerned
2638,Mildly concerned
2639,Not concerned
2640,Very concerned
2641,Not concerned
2642,I don't know
2643,Mildly concerned
2644,Mildly concerned
2645,Very concerned
2646,Very concerned
2647,Very concerned
2648,Not concerned
2649,Moderately concerned
2650,Moderately concerned
2651,Mildly concerned
2652,Not concerned
2653,Very concerned
2654,I don't know
2655,Very concerned
2656,I don't know
2657,Mildly concerned
2658,Moderately concerned
2659,I don't know
2660,Very concerned
2661,Very concerned
2662,Very concerned
2663,Moderately concerned
2664,Mildly concerned
2665,Moderately concerned
2666,Not concerned
2667,Not concerned
2668,Not concerned
2669,Mildly concerned
2670,Mildly concerned
2671,Not concerned
2672,Very concerned
2673,Moderately concerned
2674,Very concerned
2675,Very concerned
2676,Not concerned
2677,Moderately concerned
2678,Very concerned
2679,Mildly concerned
2680,Very concerned
2681,Not concerned
2682,Moderately concerned
2683,Not concerned
2684,Not concerned
2685,Very concerned
2686,I don't know
2687,I don't know
2688,I don't know
2689,Not concerned
2690,Moderately concerned
2691,I don't know
2692,Mildly concerned
2693,Moderately concerned
2694,Mildly concerned
2695,Moderately concerned
2696,Mildly concerned
2697,Moderately concerned
2698,I don't know
2699,Moderately concerned
2700,Moderately concerned
2701,Not concerned
2702,Not concerned
2703,Very concerned
2704,Very concerned
2705,Mildly concerned
2706,Mildly concerned
2707,Mildly concerned
2708,Very concerned
2709,Mildly concerned
2710,Moderately concerned
2711,Moderately concerned
2712,Not concerned
2713,Moderately concerned
2714,Mildly concerned
2715,Mildly concerned
2716,Mildly concerned
2717,Not concerned
2718,I don't know
2719,Moderately concerned
2720,Mildly concerned
2721,Not concerned
2722,I don't know
2723,Very concerned
2724,Very concerned
2725,Not concerned
2726,Not concerned
2727,Mildly concerned
2728,Mildly concerned
2729,Mildly concerned
2730,Very concerned
2731,Mildly concerned
2732,Very concerned
2733,Mildly concerned
2734,Mildly concerned
2735,Not concerned
2736,Not concerned
2737,Moderately concerned
2738,Mildly concerned
2739,Not concerned
2740,Moderately concerned
2741,Very concerned
2742,I don't know
2743,Mildly concerned
2744,Not concerned
2745,Mildly concerned
2746,Very concerned
2747,Very concerned
2748,Mildly concerned
2749,Not concerned
2750,Mildly concerned
2751,Very concerned
2752,Moderately concerned
2753,Moderately concerned
2754,I don't know
2755,I don't know
2756,Not concerned
2757,Very concerned
2758,Moderately concerned
2759,I don't know
2760,Moderately concerned
2761,Not concerned
2762,Not concerned
2763,Not concerned
2764,I don't know
2765,Not concerned
2766,Mildly concerned
2767,Very concerned
2768,Mildly concerned
2769,Not concerned
2770,Very concerned
2771,Very concerned
2772,Moderately concerned
2773,Not concerned
2774,Moderately concerned
2775,Not concerned
2776,Mildly concerned
2777,Moderately concerned
2778,Very concerned
2779,Not concerned
2780,Very concerned
2781,Moderately concerned
2782,Very concerned
2783,Mildly concerned
2784,Moderately concerned
2785,Very concerned
2786,Not concerned
2787,Not concerned
2788,Mildly concerned
2789,Not concerned
2790,Moderately concerned
2791,Moderately concerned
2792,Mildly concerned
2793,Very concerned
2794,Moderately concerned
2795,Very concerned
2796,I don't know
2797,Very concerned
2798,Not concerned
2799,Moderately concerned
2800,Moderately concerned
2801,Mildly concerned
2802,Moderately concerned
2803,Very concerned
2804,Not concerned
2805,Not concerned
2806,I don't know
2807,Not concerned
2808,Very concerned
2809,Mildly concerned
2810,Mildly concerned
2811,Mildly concerned
2812,Not concerned
2813,Moderately concerned
2814,I don't know
2815,Moderately concerned
2816,Very concerned
2817,Very concerned
2818,Moderately concerned
2819,Very concerned
2820,Mildly concerned
2821,Not concerned
2822,Very concerned
2823,Very concerned
2824,Very concerned
2825,Very concerned
2826,I don't know
2827,Very concerned
2828,Mildly concerned
2829,Not concerned
2830,Moderately concerned
2831,Mildly concerned
2832,Very concerned
2833,Not concerned
2834,Not concerned
2835,Very concerned
2836,Not concerned
2837,Not concerned
2838,Mildly concerned
2839,Not concerned
2840,Not concerned
2841,Not concerned
2842,I don't know
2843,Not concerned
2844,Very concerned
2845,Moderately concerned
2846,Moderately concerned
2847,Moderately concerned
2848,Moderately concerned
2849,Not concerned
2850,Not concerned
2851,Very concerned
2852,Not concerned
2853,Mildly concerned
2854,Mildly concerned
2855,Very concerned
2856,Not concerned
2857,Very concerned
2858,Very concerned
2859,Not concerned
2860,Mildly concerned
2861,Moderately concerned
2862,Very concerned
2863,Very concerned
2864,Not concerned
2865,I don't know
2866,Not concerned
2867,Very concerned
2868,Moderately concerned
2869,Mildly concerned
2870,Moderately concerned
2871,Not concerned
2872,Very concerned
2873,Very concerned
2874,Moderately concerned
2875,Moderately concerned
2876,Very concerned
2877,Very concerned
2878,Very concerned
2879,Mildly concerned
2880,Very concerned
2881,Moderately concerned
2882,Very concerned
2883,Not concerned
2884,Mildly concerned
2885,Not concerned
2886,Moderately concerned
2887,Moderately concerned
2888,I don't know
2889,Moderately concerned
2890,Very concerned
2891,Very concerned
2892,I don't know
2893,Mildly concerned
2894,Not concerned
2895,Very concerned
2896,Moderately concerned
2897,Mildly concerned
2898,Not concerned
2899,Mildly concerned
2900,Not concerned
2901,Moderately concerned
2902,I don't know
2903,Very concerned
2904,Not concerned
2905,Very concerned
2906,I don't know
2907,Moderately concerned
2908,I don't know
2909,Mildly concerned
2910,Moderately concerned
2911,Mildly concerned
2912,Not concerned
2913,Moderately concerned
2914,I don't know
2915,Mildly concerned
2916,I don't know
2917,Mildly concerned
2918,Moderately concerned
2919,Very concerned
2920,Very concerned
2921,Mildly concerned
2922,Very concerned
2923,Very concerned
2924,Mildly concerned
2925,Not concerned
2926,Moderately concerned
2927,Not concerned
2928,Not concerned
2929,I don't know
2930,Not concerned
2931,Moderately concerned
2932,Not concerned
2933,I don't know
2934,Not concerned
2935,I don't know
2936,Very concerned
2937,Moderately concerned
2938,Mildly concerned
2939,Very concerned
2940,Not concerned
2941,Moderately concerned
2942,I don't know
2943,Moderately concerned
2944,Mildly concerned
2945,Mildly concerned
2946,Moderately concerned
2947,Moderately concerned
2948,Mildly concerned
2949,Very concerned
2950,Mildly concerned
2951,I don't know
2952,Mildly concerned
2953,Moderately concerned
2954,Moderately concerned
2955,Not concerned
2956,Moderately concerned
2957,Very concerned
2958,Moderately concerned
2959,Very concerned
2960,Moderately concerned
2961,Very concerned
2962,I don't know
2963,Not concerned
2964,Moderately concerned
2965,Very concerned
2966,Very concerned
2967,Not concerned
2968,I don't know
2969,Very concerned
2970,Mildly concerned
2971,Moderately concerned
2972,Moderately concerned
2973,Very concerned
2974,Moderately concerned
2975,Moderately concerned
2976,Moderately concerned
2977,Not concerned
2978,Moderately concerned
2979,Very concerned
2980,Not concerned
2981,Moderately concerned
2982,Very concerned
2983,Very concerned
2984,Very concerned
2985,Mildly concerned
